ID,DATEKEY,TRANSACTION_ID,CUSTOMER_ID,STORE_ID,PROMOTION_ID,CATEGORY_ID,PRODUCT_ID,TRANSACTION_TIME,QUANTITY,TOTAL_AMOUNT,TIME_HOUR
30,20230316,30,141,1,13,404,40102,21:55:52,2,300.0,21
30,20230316,30,141,1,13,404,140202,21:55:52,1,350.0,21
31,20231223,31,174,5,14,304,30205,06:38:44,2,90.0,6
32,20230624,32,115,5,3,503,150103,00:17:31,3,150.0,0
32,20230624,32,115,5,3,503,50202,00:17:31,2,70.0,0
33,20230825,33,43,5,17,204,20101,00:56:33,1,999.0,0
33,20230825,33,43,5,17,204,20201,00:56:33,1,20.0,0
34,20230823,34,28,5,4,204,20204,19:03:22,1,25.0,19
34,20230823,34,28,5,4,204,120101,19:03:22,2,1998.0,19
35,20230814,35,42,2,21,105,10205,08:27:22,2,10.0,8
36,20231028,36,193,5,14,703,70206,20:35:56,2,160.0,20
37,20230815,37,15,3,5,204,20303,00:26:39,1,1299.0,0
37,20230815,37,15,3,5,204,20204,00:26:39,1,25.0,0
38,20230726,38,58,2,23,304,130205,08:08:43,2,90.0,8
38,20230726,38,58,2,23,304,130101,08:08:43,3,45.0,8
38,20230726,38,58,2,23,304,30203,08:08:43,1,35.0,8
38,20230726,38,58,2,23,304,30205,08:08:43,2,90.0,8
39,20230308,39,49,4,18,703,70206,18:12:14,1,80.0,18
40,20230531,40,188,2,4,404,40201,05:21:56,1,400.0,5
40,20230531,40,188,2,4,404,40202,05:21:56,1,350.0,5
41,20231107,41,3,5,13,503,150101,19:21:54,2,200.0,19
41,20231107,41,3,5,13,503,50202,19:21:54,3,105.0,19
41,20231107,41,3,5,13,503,150201,19:21:54,3,60.0,19
41,20231107,41,3,5,13,503,50102,19:21:54,1,40.0,19
42,20230316,42,154,4,18,503,50101,16:11:57,3,300.0,16
42,20230316,42,154,4,18,503,150201,16:11:57,3,60.0,16
42,20230316,42,154,4,18,503,150101,16:11:57,3,300.0,16
42,20230316,42,154,4,18,503,50102,16:11:57,3,120.0,16
42,20230316,42,154,4,18,503,50201,16:11:57,2,40.0,16
43,20230309,43,118,3,2,603,60102,13:17:45,1,15.0,13
43,20230309,43,118,3,2,603,60101,13:17:45,1,30.0,13
44,20230326,44,175,1,24,503,50201,08:42:52,1,20.0,8
44,20230326,44,175,1,24,503,50202,08:42:52,1,35.0,8
45,20230222,45,103,4,18,703,70204,10:39:20,1,30.0,10
45,20230222,45,103,4,18,703,70101,10:39:20,1,2.5,10
46,20231103,46,75,1,3,603,160303,20:44:52,1,20.0,20
46,20231103,46,75,1,3,603,60101,20:44:52,3,90.0,20
47,20230408,47,194,4,23,703,170103,07:01:06,1,3.5,7
48,20230127,48,134,5,17,204,120103,11:14:30,3,2097.0,11
49,20230618,49,70,3,23,304,130204,23:22:51,1,15.0,23
49,20230618,49,70,3,23,304,30105,23:22:51,3,75.0,23
50,20230109,50,2,3,15,404,40101,02:54:00,1,500.0,2
50,20230109,50,2,3,15,404,40102,02:54:00,1,150.0,2
51,20230623,51,55,4,20,503,50101,22:54:28,1,100.0,22
51,20230623,51,55,4,20,503,50102,22:54:28,1,40.0,22
52,20230128,52,157,2,21,603,60103,02:54:50,2,40.0,2
53,20230918,53,182,3,4,204,20101,04:23:16,1,999.0,4
53,20230918,53,182,3,4,204,20201,04:23:16,1,20.0,4
54,20230424,54,151,5,12,105,110101,09:20:37,1,3.5,9
54,20230424,54,151,5,12,105,10303,09:20:37,3,7.5,9
55,20230826,55,119,3,12,304,130105,08:41:37,1,25.0,8
55,20230826,55,119,3,12,304,30104,08:41:37,3,120.0,8
55,20230826,55,119,3,12,304,30205,08:41:37,2,90.0,8
56,20230723,56,121,4,17,204,120104,08:53:41,2,1098.0,8
56,20230723,56,121,4,17,204,120403,08:53:41,2,598.0,8
57,20230511,57,171,4,21,204,20101,21:25:30,2,1998.0,21
57,20230511,57,171,4,21,204,20204,21:25:30,1,25.0,21
57,20230511,57,171,4,21,204,20401,21:25:30,2,998.0,21
57,20230511,57,171,4,21,204,120203,21:25:30,1,30.0,21
57,20230511,57,171,4,21,204,20103,21:25:30,1,699.0,21
58,20231211,58,18,1,22,503,50201,12:01:30,1,20.0,12
59,20231110,59,25,5,10,503,50101,15:02:15,1,100.0,15
59,20231110,59,25,5,10,503,50102,15:02:15,3,120.0,15
59,20231110,59,25,5,10,503,150101,15:02:15,3,300.0,15
59,20231110,59,25,5,10,503,50201,15:02:15,3,60.0,15
59,20231110,59,25,5,10,503,50103,15:02:15,2,100.0,15
60,20230920,60,139,1,12,703,70103,00:58:04,1,3.5,0
60,20230920,60,139,1,12,703,70205,00:58:04,2,100.0,0
60,20230920,60,139,1,12,703,170301,00:58:04,3,60.0,0
60,20230920,60,139,1,12,703,70101,00:58:04,3,7.5,0
60,20230920,60,139,1,12,703,170101,00:58:04,2,5.0,0
61,20230307,61,200,5,23,304,30104,18:09:43,3,120.0,18
61,20230307,61,200,5,23,304,130203,18:09:43,2,70.0,18
61,20230307,61,200,5,23,304,130205,18:09:43,1,45.0,18
62,20230925,62,72,5,8,703,170104,22:47:20,2,10.0,22
62,20230925,62,72,5,8,703,70201,22:47:20,1,25.0,22
62,20230925,62,72,5,8,703,170203,22:47:20,1,80.0,22
62,20230925,62,72,5,8,703,170101,22:47:20,1,2.5,22
63,20231205,63,71,1,21,503,50101,11:47:30,1,100.0,11
63,20231205,63,71,1,21,503,50102,11:47:30,1,40.0,11
64,20230703,64,57,1,23,204,120401,12:03:57,1,499.0,12
65,20230604,65,50,1,17,204,120101,22:21:26,1,999.0,22
65,20230604,65,50,1,17,204,20103,22:21:26,2,1398.0,22
65,20230604,65,50,1,17,204,20401,22:21:26,3,1497.0,22
65,20230604,65,50,1,17,204,20104,22:21:26,3,1647.0,22
65,20230604,65,50,1,17,204,120204,22:21:26,3,75.0,22
66,20230205,66,163,5,6,105,10106,08:38:10,1,1.2,8
66,20230205,66,163,5,6,105,110101,08:38:10,2,7.0,8
66,20230205,66,163,5,6,105,10401,08:38:10,2,6.0,8
67,20230808,67,179,3,18,703,70202,18:20:24,1,30.0,18
67,20230808,67,179,3,18,703,70201,18:20:24,1,25.0,18
68,20230624,68,94,5,3,404,40201,00:44:34,1,400.0,0
68,20230624,68,94,5,3,404,40202,00:44:34,1,350.0,0
69,20230501,69,196,3,18,404,40202,13:40:10,3,1050.0,13
69,20230501,69,196,3,18,404,40101,13:40:10,1,500.0,13
69,20230501,69,196,3,18,404,140101,13:40:10,3,1500.0,13
69,20230501,69,196,3,18,404,140102,13:40:10,1,150.0,13
69,20230501,69,196,3,18,404,40102,13:40:10,1,150.0,13
70,20231030,70,136,3,11,304,130104,21:05:23,3,120.0,21
70,20231030,70,136,3,11,304,30104,21:05:23,2,80.0,21
70,20231030,70,136,3,11,304,130206,21:05:23,1,40.0,21
70,20231030,70,136,3,11,304,30203,21:05:23,3,105.0,21
70,20231030,70,136,3,11,304,30103,21:05:23,1,60.0,21
71,20231216,71,68,3,7,105,10104,14:38:40,3,7.5,14
71,20231216,71,68,3,7,105,10201,14:38:40,2,4.0,14
71,20231216,71,68,3,7,105,10103,14:38:40,3,9.0,14
72,20231202,72,157,2,3,503,50101,17:04:13,1,100.0,17
72,20231202,72,157,2,3,503,50102,17:04:13,1,40.0,17
73,20230314,73,192,3,1,404,40201,17:38:02,1,400.0,17
73,20230314,73,192,3,1,404,40202,17:38:02,1,350.0,17
74,20230111,74,46,5,12,204,20303,03:56:44,2,2598.0,3
75,20230904,75,43,5,11,503,50201,18:54:40,1,20.0,18
75,20230904,75,43,5,11,503,50202,18:54:40,1,35.0,18
76,20230325,76,129,4,13,404,40201,04:18:13,1,400.0,4
76,20230325,76,129,4,13,404,40202,04:18:13,1,350.0,4
77,20230206,77,69,2,4,404,140101,00:39:16,1,500.0,0
78,20230530,78,44,1,10,404,40102,16:06:55,3,450.0,16
78,20230530,78,44,1,10,404,140102,16:06:55,3,450.0,16
79,20230731,79,8,4,21,204,120104,06:32:12,2,1098.0,6
79,20230731,79,8,4,21,204,20403,06:32:12,2,598.0,6
79,20230731,79,8,4,21,204,20103,06:32:12,3,2097.0,6
80,20230428,80,141,5,8,404,40201,00:36:04,1,400.0,0
80,20230428,80,141,5,8,404,40202,00:36:04,1,350.0,0
81,20230728,81,170,3,2,204,20101,02:19:30,1,999.0,2
81,20230728,81,170,3,2,204,20201,02:19:30,1,20.0,2
82,20231108,82,137,1,19,204,20303,11:27:10,1,1299.0,11
82,20231108,82,137,1,19,204,20204,11:27:10,1,25.0,11
83,20231231,83,83,1,18,105,110107,11:37:31,1,4.0,11
83,20231231,83,83,1,18,105,110206,11:37:31,1,3.0,11
83,20231231,83,83,1,18,105,10404,11:37:31,3,4.5,11
84,20230102,84,47,4,14,503,50201,09:26:32,1,20.0,9
84,20230102,84,47,4,14,503,50202,09:26:32,1,35.0,9
85,20230519,85,143,2,18,304,30101,12:55:44,1,15.0,12
85,20230519,85,143,2,18,304,130203,12:55:44,1,35.0,12
85,20230519,85,143,2,18,304,30203,12:55:44,3,105.0,12
85,20230519,85,143,2,18,304,30104,12:55:44,3,120.0,12
86,20231214,86,200,5,11,304,130103,01:21:41,3,180.0,1
86,20231214,86,200,5,11,304,130104,01:21:41,2,80.0,1
86,20231214,86,200,5,11,304,30203,01:21:41,2,70.0,1
86,20231214,86,200,5,11,304,30206,01:21:41,3,120.0,1
87,20231219,87,136,1,9,204,120403,10:49:33,2,598.0,10
87,20231219,87,136,1,9,204,120401,10:49:33,2,998.0,10
88,20230907,88,174,5,3,105,10108,21:19:30,3,9.0,21
88,20230907,88,174,5,3,105,110202,21:19:30,3,30.0,21
89,20231021,89,113,4,1,404,140102,15:32:22,1,150.0,15
89,20231021,89,113,4,1,404,40103,15:32:22,1,200.0,15
89,20231021,89,113,4,1,404,40201,15:32:22,3,1200.0,15
90,20230716,90,81,4,2,105,10109,14:03:31,2,9.0,14
91,20231227,91,165,4,15,204,20304,04:58:57,1,999.0,4
91,20231227,91,165,4,15,204,20204,04:58:57,3,75.0,4
92,20230317,92,26,2,21,204,120203,19:22:20,2,60.0,19
92,20230317,92,26,2,21,204,120101,19:22:20,3,2997.0,19
92,20230317,92,26,2,21,204,20204,19:22:20,1,25.0,19
92,20230317,92,26,2,21,204,20101,19:22:20,2,1998.0,19
93,20230905,93,162,2,8,404,40103,20:25:43,2,400.0,20
94,20231024,94,74,3,4,503,50201,18:02:25,3,60.0,18
94,20231024,94,74,3,4,503,150103,18:02:25,3,150.0,18
94,20231024,94,74,3,4,503,50103,18:02:25,2,100.0,18
94,20231024,94,74,3,4,503,150201,18:02:25,3,60.0,18
95,20230703,95,51,4,7,404,140103,05:18:19,3,600.0,5
96,20230105,96,59,1,19,304,30205,16:21:57,2,90.0,16
97,20230519,97,112,2,7,105,10105,22:10:21,2,4.0,22
97,20230519,97,112,2,7,105,110203,22:10:21,2,7.0,22
97,20230519,97,112,2,7,105,10204,22:10:21,3,12.0,22
97,20230519,97,112,2,7,105,110404,22:10:21,1,1.5,22
98,20231026,98,111,5,22,603,160303,04:58:45,1,20.0,4
98,20231026,98,111,5,22,603,60102,04:58:45,1,15.0,4
98,20231026,98,111,5,22,603,60303,04:58:45,3,60.0,4
98,20231026,98,111,5,22,603,160302,04:58:45,1,50.0,4
99,20230421,99,128,3,24,703,70204,23:51:23,1,30.0,23
99,20230421,99,128,3,24,703,70101,23:51:23,1,2.5,23
100,20230726,100,131,1,4,603,60103,23:25:35,1,20.0,23
100,20230726,100,131,1,4,603,60303,23:25:35,2,40.0,23
100,20230726,100,131,1,4,603,160303,23:25:35,1,20.0,23
100,20230726,100,131,1,4,603,60102,23:25:35,3,45.0,23
100,20230726,100,131,1,4,603,60302,23:25:35,3,150.0,23
101,20230913,101,107,2,8,204,120101,18:43:50,1,999.0,18
101,20230913,101,107,2,8,204,120304,18:43:50,2,1998.0,18
101,20230913,101,107,2,8,204,20101,18:43:50,2,1998.0,18
101,20230913,101,107,2,8,204,20104,18:43:50,1,549.0,18
102,20231121,102,97,2,21,503,50101,05:22:02,1,100.0,5
102,20231121,102,97,2,21,503,50102,05:22:02,1,40.0,5
103,20230929,103,105,4,12,603,60102,06:09:22,1,15.0,6
103,20230929,103,105,4,12,603,60101,06:09:22,1,30.0,6
104,20230109,104,153,3,5,503,50102,14:56:32,3,120.0,14
105,20231009,105,110,5,13,603,160302,07:58:01,1,50.0,7
105,20231009,105,110,5,13,603,160303,07:58:01,1,20.0,7
105,20231009,105,110,5,13,603,160103,07:58:01,3,60.0,7
106,20230205,106,178,2,11,304,130204,12:13:42,3,45.0,12
106,20230205,106,178,2,11,304,30205,12:13:42,1,45.0,12
107,20230514,107,193,3,19,603,160102,18:06:10,3,45.0,18
107,20230514,107,193,3,19,603,60302,18:06:10,1,50.0,18
107,20230514,107,193,3,19,603,160101,18:06:10,2,60.0,18
107,20230514,107,193,3,19,603,60103,18:06:10,2,40.0,18
108,20230909,108,44,4,12,404,140403,06:55:27,1,50.0,6
108,20230909,108,44,4,12,404,40102,06:55:27,1,150.0,6
108,20230909,108,44,4,12,404,140103,06:55:27,3,600.0,6
108,20230909,108,44,4,12,404,40202,06:55:27,2,700.0,6
108,20230909,108,44,4,12,404,140101,06:55:27,1,500.0,6
109,20230802,109,17,2,10,503,50103,23:31:56,1,50.0,23
109,20230802,109,17,2,10,503,150101,23:31:56,1,100.0,23
109,20230802,109,17,2,10,503,50102,23:31:56,2,80.0,23
109,20230802,109,17,2,10,503,50202,23:31:56,3,105.0,23
109,20230802,109,17,2,10,503,150102,23:31:56,3,120.0,23
110,20231110,110,122,2,10,603,60303,12:45:46,1,20.0,12
110,20231110,110,122,2,10,603,160302,12:45:46,3,150.0,12
110,20231110,110,122,2,10,603,60102,12:45:46,3,45.0,12
110,20231110,110,122,2,10,603,160103,12:45:46,2,40.0,12
111,20230315,111,130,4,15,304,130101,15:55:38,3,45.0,15
111,20230315,111,130,4,15,304,30206,15:55:38,3,120.0,15
111,20230315,111,130,4,15,304,130204,15:55:38,1,15.0,15
111,20230315,111,130,4,15,304,130206,15:55:38,3,120.0,15
112,20231005,112,23,3,22,404,40202,04:35:21,3,1050.0,4
112,20231005,112,23,3,22,404,140102,04:35:21,2,300.0,4
112,20231005,112,23,3,22,404,140403,04:35:21,3,150.0,4
112,20231005,112,23,3,22,404,40103,04:35:21,2,400.0,4
113,20230215,113,124,5,8,703,70205,17:13:43,3,150.0,17
113,20230215,113,124,5,8,703,70203,17:13:43,2,160.0,17
113,20230215,113,124,5,8,703,170104,17:13:43,3,15.0,17
114,20231110,114,60,3,19,503,50201,13:34:55,1,20.0,13
114,20231110,114,60,3,19,503,50202,13:34:55,1,35.0,13
115,20230208,115,113,2,13,503,50101,06:18:15,3,300.0,6
115,20230208,115,113,2,13,503,150202,06:18:15,1,35.0,6
115,20230208,115,113,2,13,503,150201,06:18:15,1,20.0,6
115,20230208,115,113,2,13,503,150102,06:18:15,1,40.0,6
115,20230208,115,113,2,13,503,150103,06:18:15,3,150.0,6
116,20230630,116,42,5,24,304,30205,15:47:34,1,45.0,15
116,20230630,116,42,5,24,304,130203,15:47:34,1,35.0,15
116,20230630,116,42,5,24,304,130205,15:47:34,1,45.0,15
117,20231221,117,128,1,7,204,20401,11:05:42,3,1497.0,11
117,20231221,117,128,1,7,204,20104,11:05:42,1,549.0,11
118,20230317,118,114,5,20,105,10101,05:49:51,1,3.5,5
118,20230317,118,114,5,20,105,10108,05:49:51,1,3.0,5
119,20230515,119,79,1,23,404,140103,15:04:39,1,200.0,15
119,20230515,119,79,1,23,404,40103,15:04:39,1,200.0,15
119,20230515,119,79,1,23,404,140102,15:04:39,2,300.0,15
120,20230401,120,82,4,23,603,60102,05:49:32,1,15.0,5
120,20230401,120,82,4,23,603,60101,05:49:32,1,30.0,5
121,20230404,121,166,5,19,503,150102,21:00:01,1,40.0,21
121,20230404,121,166,5,19,503,150103,21:00:01,3,150.0,21
121,20230404,121,166,5,19,503,50202,21:00:01,3,105.0,21
121,20230404,121,166,5,19,503,150101,21:00:01,2,200.0,21
122,20230318,122,139,2,14,304,130101,02:55:23,2,30.0,2
123,20231008,123,166,3,13,404,40101,17:29:47,1,500.0,17
123,20231008,123,166,3,13,404,40403,17:29:47,3,150.0,17
124,20230414,124,59,1,24,105,10101,19:52:07,1,3.5,19
124,20230414,124,59,1,24,105,10102,19:52:07,2,8.0,19
124,20230414,124,59,1,24,105,10205,19:52:07,2,10.0,19
124,20230414,124,59,1,24,105,110205,19:52:07,1,5.0,19
125,20230612,125,165,5,5,304,30203,15:52:49,1,35.0,15
125,20230612,125,165,5,5,304,130203,15:52:49,2,70.0,15
126,20230322,126,118,1,7,304,30103,21:27:22,2,120.0,21
126,20230322,126,118,1,7,304,130205,21:27:22,1,45.0,21
126,20230322,126,118,1,7,304,30104,21:27:22,3,120.0,21
127,20231122,127,151,4,6,503,50201,18:29:10,1,20.0,18
127,20231122,127,151,4,6,503,50202,18:29:10,1,35.0,18
128,20230205,128,96,3,3,404,140403,12:41:43,3,150.0,12
128,20230205,128,96,3,3,404,140102,12:41:43,2,300.0,12
129,20230720,129,120,5,17,603,60102,06:20:47,1,15.0,6
129,20230720,129,120,5,17,603,60101,06:20:47,1,30.0,6
130,20230802,130,22,5,4,404,140201,20:26:42,2,800.0,20
130,20230802,130,22,5,4,404,40102,20:26:42,2,300.0,20
130,20230802,130,22,5,4,404,140403,20:26:42,2,100.0,20
130,20230802,130,22,5,4,404,40403,20:26:42,2,100.0,20
130,20230802,130,22,5,4,404,40101,20:26:42,2,1000.0,20
131,20230806,131,113,3,14,703,70205,16:04:20,1,50.0,16
131,20230806,131,113,3,14,703,170103,16:04:20,1,3.5,16
131,20230806,131,113,3,14,703,170206,16:04:20,1,80.0,16
131,20230806,131,113,3,14,703,170204,16:04:20,1,30.0,16
132,20230908,132,28,5,7,304,130204,03:08:18,3,45.0,3
132,20230908,132,28,5,7,304,30206,03:08:18,2,80.0,3
132,20230908,132,28,5,7,304,30101,03:08:18,3,45.0,3
132,20230908,132,28,5,7,304,130203,03:08:18,1,35.0,3
133,20231019,133,189,5,22,703,70202,23:37:42,1,30.0,23
133,20231019,133,189,5,22,703,70201,23:37:42,1,25.0,23
134,20231207,134,1,3,6,503,50101,13:13:54,3,300.0,13
134,20231207,134,1,3,6,503,50201,13:13:54,3,60.0,13
134,20231207,134,1,3,6,503,150202,13:13:54,3,105.0,13
134,20231207,134,1,3,6,503,150102,13:13:54,3,120.0,13
135,20231029,135,16,3,12,404,40403,09:24:26,1,50.0,9
135,20231029,135,16,3,12,404,140202,09:24:26,2,700.0,9
136,20230504,136,141,5,21,603,60303,07:21:56,1,20.0,7
136,20230504,136,141,5,21,603,160101,07:21:56,2,60.0,7
137,20231110,137,154,4,24,105,10103,10:12:20,1,3.0,10
137,20231110,137,154,4,24,105,10108,10:12:20,1,3.0,10
138,20230907,138,148,5,16,105,10203,03:16:51,1,3.5,3
138,20230907,138,148,5,16,105,10404,03:16:51,2,3.0,3
139,20230807,139,191,2,18,105,10404,07:07:39,2,3.0,7
140,20230430,140,10,3,21,603,60302,12:38:17,3,150.0,12
141,20230913,141,174,2,3,304,130105,22:57:46,2,50.0,22
141,20230913,141,174,2,3,304,130204,22:57:46,2,30.0,22
141,20230913,141,174,2,3,304,130104,22:57:46,1,40.0,22
141,20230913,141,174,2,3,304,30203,22:57:46,3,105.0,22
142,20230617,142,10,1,18,703,170205,18:05:32,1,50.0,18
142,20230617,142,10,1,18,703,70202,18:05:32,2,60.0,18
142,20230617,142,10,1,18,703,170104,18:05:32,2,10.0,18
142,20230617,142,10,1,18,703,70101,18:05:32,1,2.5,18
143,20231117,143,193,5,24,404,140201,08:50:41,1,400.0,8
143,20231117,143,193,5,24,404,40202,08:50:41,3,1050.0,8
143,20231117,143,193,5,24,404,40201,08:50:41,1,400.0,8
143,20231117,143,193,5,24,404,140103,08:50:41,2,400.0,8
144,20231106,144,68,4,9,404,40101,03:06:06,2,1000.0,3
144,20231106,144,68,4,9,404,40102,03:06:06,2,300.0,3
144,20231106,144,68,4,9,404,40403,03:06:06,3,150.0,3
144,20231106,144,68,4,9,404,140101,03:06:06,3,1500.0,3
145,20230530,145,121,2,15,503,150101,14:06:39,2,200.0,14
146,20230606,146,160,2,3,404,140103,11:40:41,1,200.0,11
146,20230606,146,160,2,3,404,40101,11:40:41,1,500.0,11
146,20230606,146,160,2,3,404,40201,11:40:41,2,800.0,11
146,20230606,146,160,2,3,404,140403,11:40:41,3,150.0,11
146,20230606,146,160,2,3,404,140202,11:40:41,2,700.0,11
147,20230901,147,92,2,11,404,40201,03:32:26,1,400.0,3
147,20230901,147,92,2,11,404,40202,03:32:26,1,350.0,3
148,20230317,148,123,3,9,105,10103,17:58:35,1,3.0,17
148,20230317,148,123,3,9,105,10108,17:58:35,1,3.0,17
149,20230827,149,44,1,3,204,20101,18:33:38,1,999.0,18
149,20230827,149,44,1,3,204,20201,18:33:38,1,20.0,18
150,20230727,150,113,3,19,703,170201,01:12:22,2,50.0,1
150,20230727,150,113,3,19,703,170203,01:12:22,2,160.0,1
151,20231224,151,83,2,15,703,70204,00:42:27,1,30.0,0
151,20231224,151,83,2,15,703,70103,00:42:27,3,10.5,0
151,20231224,151,83,2,15,703,70104,00:42:27,2,10.0,0
151,20231224,151,83,2,15,703,170104,00:42:27,2,10.0,0
152,20231122,152,81,2,22,404,140403,04:52:21,1,50.0,4
